"Register Number",Date,Time,Location,"Vehicle Direction",Make,Colour,Photo,Violation,City,"Lane Name","Camera ID"
KL01BN6244,2023-01-23,06:45:47,KADAMPATTUKONAM,,BMW,NA,http://117.216.46.219/getFile/P05C111-2023012305260.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane1",C11
KL54E3938,2023-01-23,06:45:47,CHANGARAMKULAM_JN,,,Black,http://117.221.64.243/getFile/P01C032-2023012300948.jpg,,MALAPPURAM,"CHANGARAMKULAM TO TSR 1",C03
KL08BN9852,2023-01-23,06:45:48,THAVALAKUZHI,,Suzuki,NA,http://59.94.178.105/getFile/P02C052-2023012302450.jpg,,KOTTAYAM,"Thavalakuzhi To Kottayam",C05
KL07BW611,2023-01-23,06:45:48,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C111-2023012305262.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane1",C11
KL0C3785,2023-01-23,06:45:50,KARINKALATHANI_JN,,,Grey,http://117.221.64.243/getFile/P02C061-2023012300836.jpg,,MALAPPURAM,"KARINKALATHANI TO MALAPPURAM",C06
KL26B841,2023-01-23,06:41:41,"35th MILE",,,NA,http://59.94.179.116/getFile/P07C170-2023012300030.jpg,,IDUKKI,"35th Mile to Mundakayam",C17
KL38E7395,2023-01-23,06:45:47,VENGALLUR,,,NA,http://59.94.179.116/getFile/P06C150-2023012301264.jpg,,IDUKKI,"Vengallur to Thodupuzha",C15
KL01BP625,2023-01-23,06:45:49,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C091-2023012304510.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane1",C09
KL01BN6244,2023-01-23,06:45:49,KADAMPATTUKONAM,,Suzuki,NA,http://117.216.46.219/getFile/P05C091-2023012304504.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane1",C09
KL36G2607,2023-01-23,06:45:22,THAVALAKUZHI,,Ford,Grey,http://59.94.178.105/getFile/P02C052-2023012302440.jpg,,KOTTAYAM,"Thavalakuzhi To Kottayam",C05
KL07BW611,2023-01-23,06:45:50,KADAMPATTUKONAM,,Nissan,Black,http://117.216.46.219/getFile/P05C091-2023012304512.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane1",C09
KL52Q7333,2023-01-23,06:45:51,NEELIYADU_JN,,Toyota,NA,http://117.221.64.243/getFile/P07C160-2023012300602.jpg,,MALAPPURAM,"NEELIYADU TO EDAPPAL",C16
KL66B9870,2023-01-23,06:45:52,LAIKKADU,,,Grey,http://59.94.178.105/getFile/P01C011-2023012302380.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 1",C01
KL10AK5411,2023-01-23,06:45:52,UCHARAKKADAVU_JN,,Suzuki,Grey,http://117.221.64.243/getFile/P06C131-2023012301044.jpg,,MALAPPURAM,"UCHARAKKADAV TO PALAKKAD",C13
KL08AD9717,2023-01-23,06:45:49,KADAMPATTUKONAM,,Hyundai,NA,http://117.216.46.219/getFile/P05C111-2023012305264.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane1",C11
TN48A7841,2023-01-23,06:45:52,GOPALAPURAM_JN,,,Black,http://117.251.18.178/getFile/P01C013-2023012300634.jpg,,PALAKKAD,"GOPALAPURAM TO PALAKAD",C01
KL18W6212,2023-01-23,06:45:50,KARINKALATHANI_JN,,,Black,http://117.221.64.243/getFile/P02C052-2023012301466.jpg,helmet_violation,MALAPPURAM,"KARINKALATHANI TO PALAKKAD",C05
KL54K3073,2023-01-23,06:45:52,NEELIYADU_JN,,,NA,http://117.221.64.243/getFile/P07C160-2023012300604.jpg,,MALAPPURAM,"NEELIYADU TO EDAPPAL",C16
KL07BW611,2023-01-23,06:45:50,KADAMPATTUKONAM,,Renault,NA,http://117.216.46.219/getFile/P05C101-2023012302520.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane2",C10
KL01CR3976,2023-01-23,06:45:51,KADAMPATTUKONAM,,Jeep,NA,http://117.216.46.219/getFile/P05C111-2023012305226.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane1",C11
KL50G2585,2023-01-23,06:45:54,UCHARAKKADAVU_JN,,Suzuki,NA,http://117.221.64.243/getFile/P06C141-2023012300494.jpg,,MALAPPURAM,"UCHARAKKADAV TO MELATTUR",C14
KL18W6212,2023-01-23,06:45:50,KARINKALATHANI_JN,,,Black,http://117.221.64.243/getFile/P02C052-2023012301466.jpg,helmet_violation,MALAPPURAM,"KARINKALATHANI TO PALAKKAD",C05
KL08AD9717,2023-01-23,06:45:51,KADAMPATTUKONAM,,Hyundai,Black,http://117.216.46.219/getFile/P05C091-2023012304516.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane1",C09
KL05X5726,2023-01-23,06:45:26,KUMILY,,Honda,NA,http://59.94.179.116/getFile/P01C021-2023012300586.jpg,,IDUKKI,"Kumily To Kottayam",C02
KL66B9870,2023-01-23,06:45:51,LAIKKADU,,,Black,http://59.94.178.105/getFile/P01C021-2023012302482.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 2",C02
KL05AX7230,2023-01-23,06:45:25,LAIKKADU,,Suzuki,NA,http://59.94.178.105/getFile/P01C011-2023012302368.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 1",C01
KL01CR3976,2023-01-23,06:45:54,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C101-2023012302522.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane2",C10
KL19C561,2023-01-23,06:45:55,INCHIVILA,,,Grey,http://117.216.46.219/getFile/P01C012-2023012301512.jpg,,TRIVENDRAM,"Inchivila To Trivandrum",C01
KL05AX7230,2023-01-23,06:45:25,LAIKKADU,,Suzuki,NA,http://59.94.178.105/getFile/P01C021-2023012302472.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 2",C02
KL35C6887,2023-01-23,06:45:55,THAVALAKUZHI,,Suzuki,NA,http://59.94.178.105/getFile/P02C062-2023012301758.jpg,,KOTTAYAM,"Thavalakuzhi To Pattithanam",C06
KL17E7913,2023-01-23,06:45:55,PULAMANTHOLE_JN,,,NA,http://117.221.64.243/getFile/P04C101-2023012301468.jpg,,MALAPPURAM,"PALAKKAD TO PULAMANTHOLE JN",C10
KL78A2849,2023-01-23,06:45:55,IRITTY,,,NA,http://59.96.61.71/getFile/P01C030-2023012300712.jpg,,KANNUR_RURAL,"Keezhur To Iritty Junction Lane1",C03
KL39GS45,2023-01-23,06:41:41,"35th MILE",,,NA,http://59.94.179.116/getFile/P07C170-2023012300032.jpg,,IDUKKI,"35th Mile to Mundakayam",C17
KL43K8592,2023-01-23,06:45:56,KARINKALATHANI_JN,,,Black,http://117.221.64.243/getFile/P02C052-2023012301468.jpg,,MALAPPURAM,"KARINKALATHANI TO PALAKKAD",C05
ML78A2849,2023-01-23,06:45:55,IRITTY,,,NA,http://59.96.61.71/getFile/P01C040-2023012300960.jpg,,KANNUR_RURAL,"Keezhur To Iritty Junction Lane2",C04
TN58Y8426,2023-01-23,06:45:27,KUMILY,,,NA,http://59.94.179.116/getFile/P01C021-2023012300588.jpg,,IDUKKI,"Kumily To Kottayam",C02
KL01CR3976,2023-01-23,06:45:54,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C101-2023012302522.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane2",C10
KL57P,2023-01-23,06:45:53,PADANILAM_JN,,,Black,http://117.247.180.163/getFile/P09C211-2023012302280.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE1",C21
KL57P4117,2023-01-23,06:45:53,PADANILAM_JN,,Suzuki,Black,http://117.247.180.163/getFile/P09C224-2023012301692.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE2",C22
KL57U3308,2023-01-23,06:45:57,KALANTHODU_JN,,,Black,http://117.247.180.163/getFile/P04C090-2023012300836.jpg,,KOZHIKODE,"KALANTHODE TO MUKKAM",C09
KL57P4117,2023-01-23,06:45:53,PADANILAM_JN,,Suzuki,Black,http://117.247.180.163/getFile/P09C211-2023012302248.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE1",C21
KL02BE7796,2023-01-23,06:45:55,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C091-2023012304514.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane1",C09
KL54K3073,2023-01-23,06:45:57,NEELIYADU_JN,,,NA,http://117.221.64.243/getFile/P07C150-2023012300482.jpg,,MALAPPURAM,"NEELIYADU TO PATTAMBI",C15
TN99R3539,2023-01-23,06:45:58,GOPALAPURAM_JN,,,Black,http://117.251.18.178/getFile/P01C013-2023012300636.jpg,,PALAKKAD,"GOPALAPURAM TO PALAKAD",C01
KL01CR3976,2023-01-23,06:45:54,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C091-2023012304518.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane1",C09
AP486,2023-01-23,06:45:58,KARINKALATHANI_JN,,Audi,Black,http://117.221.64.243/getFile/P02C052-2023012301470.jpg,,MALAPPURAM,"KARINKALATHANI TO PALAKKAD",C05
KL58X1458,2023-01-23,06:45:56,IRITTY,,Hyundai,NA,http://59.96.61.71/getFile/P01C010-2023012300814.jpg,,KANNUR_RURAL,"Keezhur To Mattanur Lane1",C01
KL38B6870,2023-01-23,06:45:56,VENGALLUR,,Chevrolet,NA,http://59.94.179.116/getFile/P06C160-2023012301218.jpg,,IDUKKI,"Vengallur to Muvattupuzha",C16
KL07BV8913,2023-01-23,06:45:55,PADANILAM_JN,,,Black,http://117.247.180.163/getFile/P09C211-2023012302282.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE1",C21
KL02BE7796,2023-01-23,06:45:57,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C121-2023012302110.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane2",C12
KL57K152,2023-01-23,06:45:58,PADANILAM_JN,,,Black,http://117.247.180.163/getFile/P09C224-2023012301694.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE2",C22
KL23N2654,2023-01-23,06:45:29,LAIKKADU,,Chevrolet,NA,http://59.94.178.105/getFile/P01C041-2023012301440.jpg,,KOTTAYAM,"Laikkad To Kottayam Lane 2",C04
KL38K1260,2023-01-23,06:45:02,VENGALLUR,,,NA,http://59.94.179.116/getFile/P06C160-2023012301208.jpg,helmet_violation,IDUKKI,"Vengallur to Muvattupuzha",C16
KL02BE7796,2023-01-23,06:45:57,KADAMPATTUKONAM,,Honda,NA,http://117.216.46.219/getFile/P05C111-2023012305268.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane1",C11
KL161771,2023-01-23,06:45:59,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C091-2023012304520.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane1",C09
KL09AB4906,2023-01-23,06:45:59,WALAYAR_JN,,Tata,Grey,http://117.251.18.178/getFile/P05C114-2023012300384.jpg,,PALAKKAD,"WALAYAR TO COVAI LANE_1",C11
KL5Y3K,2023-01-23,06:46:00,KALANTHODU_JN,,,Black,http://117.247.180.163/getFile/P04C090-2023012300838.jpg,,KOZHIKODE,"KALANTHODE TO MUKKAM",C09
KL07K16,2023-01-23,06:45:58,PADANILAM_JN,,,Black,http://117.247.180.163/getFile/P09C211-2023012302286.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE1",C21
KL19L5731,2023-01-23,06:46:00,OORAMBU,,,Grey,http://117.216.46.219/getFile/P03C060-2023012300646.jpg,,TRIVENDRAM,"Oorambu To Poovar",C06
KL16U774,2023-01-23,06:45:57,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C111-2023012305266.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane1",C11
KL05AS8404,2023-01-23,06:45:59,THAVALAKUZHI,,Tata,Black,http://59.94.178.105/getFile/P02C062-2023012301760.jpg,,KOTTAYAM,"Thavalakuzhi To Pattithanam",C06
KL33P4822,2023-01-23,06:45:30,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C021-2023012302474.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 2",C02
KL08AK094,2023-01-23,06:45:30,LAIKKADU,,,Grey,http://59.94.178.105/getFile/P01C041-2023012301442.jpg,,KOTTAYAM,"Laikkad To Kottayam Lane 2",C04
KL56E3873,2023-01-23,06:46:00,PULAMANTHOLE_JN,,,Black,http://117.221.64.243/getFile/P04C090-2023012302022.jpg,,MALAPPURAM,"PULAMANTHOLE TO PALAKKAD",C09
KL333219,2023-01-23,06:45:30,LAIKKADU,,,Black,http://59.94.178.105/getFile/P01C021-2023012302470.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 2",C02
KL09M7384,2023-01-23,06:46:01,WALAYAR_JN,,,Grey,http://117.251.18.178/getFile/P05C094-2023012300808.jpg,,PALAKKAD,"WALAYAR TO PALAKAD LANE_1",C09
KL17B9919,2023-01-23,06:46:00,LAIKKADU,,Suzuki,Black,http://59.94.178.105/getFile/P01C011-2023012302384.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 1",C01
KL33214,2023-01-23,06:45:31,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C011-2023012302372.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 1",C01
KL17B9919,2023-01-23,06:46:00,LAIKKADU,,Suzuki,NA,http://59.94.178.105/getFile/P01C021-2023012302486.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 2",C02
KL11LD9261,2023-01-23,06:46:02,KALANTHODU_JN,,,Black,http://117.247.180.163/getFile/P04C090-2023012300840.jpg,,KOZHIKODE,"KALANTHODE TO MUKKAM",C09
TN75J6478,2023-01-23,06:46:01,INCHIVILA,,,Grey,http://117.216.46.219/getFile/P01C012-2023012301514.jpg,,TRIVENDRAM,"Inchivila To Trivandrum",C01
KL46U7,2023-01-23,06:46:01,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C091-2023012304524.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane1",C09
TN75J8269,2023-01-23,06:46:03,INCHIVILA,,,Grey,http://117.216.46.219/getFile/P01C012-2023012301516.jpg,,TRIVENDRAM,"Inchivila To Trivandrum",C01
KL02F2773,2023-01-23,06:46:01,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C011-2023012302386.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 1",C01
KA53P0096,2023-01-23,06:46:04,PULAMANTHOLE_JN,,BMW,NA,http://117.221.64.243/getFile/P04C101-2023012301470.jpg,,MALAPPURAM,"PALAKKAD TO PULAMANTHOLE JN",C10
KL3JP4822,2023-01-23,06:45:31,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C011-2023012302370.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 1",C01
KL39G545,2023-01-23,06:41:39,"35th MILE",,,NA,http://59.94.179.116/getFile/P07C180-2023012300912.jpg,,IDUKKI,"35th Mile to Kuttikkanam",C18
KL668258,2023-01-23,06:45:32,LAIKKADU,,,Grey,http://59.94.178.105/getFile/P01C011-2023012302374.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 1",C01
KL13A,2023-01-23,06:46:03,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C011-2023012302388.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 1",C01
KL02F2773,2023-01-23,06:46:01,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C021-2023012302488.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 2",C02
KL19C9354,2023-01-23,06:46:02,KADAMPATTUKONAM,,Suzuki,Grey,http://117.216.46.219/getFile/P05C091-2023012304526.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane1",C09
KL56W2005,2023-01-23,06:46:04,UCHARAKKADAVU_JN,,,Black,http://117.221.64.243/getFile/P06C141-2023012300496.jpg,,MALAPPURAM,"UCHARAKKADAV TO MELATTUR",C14
KL73B2932,2023-01-23,06:46:04,PADANILAM_JN,,Suzuki,Grey,http://117.247.180.163/getFile/P09C204-2023012300804.jpg,,KOZHIKODE,"PADANILAM TO WAYANAD LANE2",C20
KL17J5558,2023-01-23,06:45:58,VENGALLUR,,Ford,Black,http://59.94.179.116/getFile/P06C160-2023012301220.jpg,,IDUKKI,"Vengallur to Muvattupuzha",C16
KL54C6467,2023-01-23,06:46:04,CHANGARAMKULAM_JN,,,Black,http://117.221.64.243/getFile/P01C042-2023012300428.jpg,,MALAPPURAM,"CHANGARAMKULAM TO TSR 2",C04
KL37129,2023-01-23,06:46:03,CUMBUMMETTU,,Nissan,NA,http://59.94.179.116/getFile/P02C040-2023012300336.jpg,,IDUKKI,"Cumbummettu To Kumily",C04
KL05AJ9136,2023-01-23,06:45:35,LAIKKADU,,Renault,Grey,http://59.94.178.105/getFile/P01C021-2023012302476.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 2",C02
KL05AJ9136,2023-01-23,06:45:35,LAIKKADU,,Renault,Grey,http://59.94.178.105/getFile/P01C011-2023012302376.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 1",C01
KL26A7457,2023-01-23,06:46:05,THAVALAKUZHI,,Suzuki,NA,http://59.94.178.105/getFile/P02C062-2023012301762.jpg,,KOTTAYAM,"Thavalakuzhi To Pattithanam",C06
KL64G7313,2023-01-23,06:46:01,VENGALLUR,,,NA,http://59.94.179.116/getFile/P06C150-2023012301268.jpg,,IDUKKI,"Vengallur to Thodupuzha",C15
KL53C7171,2023-01-23,06:46:05,PULAMANTHOLE_JN,,Suzuki,NA,http://117.221.64.243/getFile/P04C090-2023012302024.jpg,,MALAPPURAM,"PULAMANTHOLE TO PALAKKAD",C09
KL50H7400,2023-01-23,06:46:04,UCHARAKKADAVU_JN,,,NA,http://117.221.64.243/getFile/P06C141-2023012300298.jpg,helmet_violation,MALAPPURAM,"UCHARAKKADAV TO MELATTUR",C14
KL11JC4317,2023-01-23,06:46:06,"VK ROAD_JN",,,Black,http://117.247.180.163/getFile/P02C062-2023012300308.jpg,,KOZHIKODE,"VK ROAD TO KKD",C06
KL31R8383,2023-01-23,06:46:05,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C031-2023012301120.jpg,,KOTTAYAM,"Laikkad To Kottayam Lane 1",C03
KL21M4055,2023-01-23,06:46:01,ELATHUR_JN,,,Grey,http://117.247.180.163/getFile/P08C180-2023012300434.jpg,,KOZHIKODE,"ELATHUR TO KKD",C18
KL16N2151,2023-01-23,06:46:04,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C091-2023012304522.jpg,helmet_violation,TRIVENDRAM,"Kadampattukonam to Paripally_Lane1",C09
KL07AV1716,2023-01-23,06:46:06,LAIKKADU,,Suzuki,NA,http://59.94.178.105/getFile/P01C011-2023012302390.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 1",C01
KL05AP1881,2023-01-23,06:46:06,THAVALAKUZHI,,,Black,http://59.94.178.105/getFile/P02C062-2023012301764.jpg,,KOTTAYAM,"Thavalakuzhi To Pattithanam",C06
KL19C9354,2023-01-23,06:46:04,KADAMPATTUKONAM,,Suzuki,Black,http://117.216.46.219/getFile/P05C111-2023012305272.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane1",C11
KL41H7851,2023-01-23,06:46:07,WALAYAR_JN,,,Black,http://117.251.18.178/getFile/P05C114-2023012300386.jpg,,PALAKKAD,"WALAYAR TO COVAI LANE_1",C11
KL13X39,2023-01-23,06:46:06,PALORAMALA_JN,,,NA,http://117.247.180.163/getFile/P01C011-2023012301426.jpg,,KOZHIKODE,"PALORAMALA TO VEGALAM LANE1",C01
KL31G8361,2023-01-23,06:46:08,VAIDHYARANGADI_JN,,Suzuki,Grey,http://117.247.180.163/getFile/P10C251-2023012304532.jpg,,KOZHIKODE,"VAIDHYARANGADI TO KKD LANE1",C25
TN60AU4335,2023-01-23,06:46:07,CUMBUMMETTU,,,NA,http://59.94.179.116/getFile/P02C040-2023012300328.jpg,,IDUKKI,"Cumbummettu To Kumily",C04
KL31G8361,2023-01-23,06:46:08,VAIDHYARANGADI_JN,,Suzuki,Grey,http://117.247.180.163/getFile/P10C251-2023012304532.jpg,,KOZHIKODE,"VAIDHYARANGADI TO KKD LANE1",C25
KL77B0430,2023-01-23,06:46:07,VAIDHYARANGADI_JN,,Suzuki,Black,http://117.247.180.163/getFile/P10C251-2023012304530.jpg,,KOZHIKODE,"VAIDHYARANGADI TO KKD LANE1",C25
KL07AV1716,2023-01-23,06:46:05,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C021-2023012302490.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 2",C02
KL38J1401,2023-01-23,06:43:50,VENGALLUR,,,NA,http://59.94.179.116/getFile/P06C160-2023012301196.jpg,helmet_violation,IDUKKI,"Vengallur to Muvattupuzha",C16
KL73B2932,2023-01-23,06:46:07,PADANILAM_JN,,Suzuki,Grey,http://117.247.180.163/getFile/P09C211-2023012302290.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE1",C21
KLJ506,2023-01-23,06:46:07,THOOTHA_JN,,,Black,http://117.221.64.243/getFile/P03C081-2023012300852.jpg,,MALAPPURAM,"THOOTHA TO MALAPPURAM",C08
KL57H8876,2023-01-23,06:46:06,PADANILAM_JN,,,Black,http://117.247.180.163/getFile/P09C224-2023012301696.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE2",C22
KL57H8876,2023-01-23,06:46:06,PADANILAM_JN,,,Black,http://117.247.180.163/getFile/P09C211-2023012302288.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE1",C21
KL78A6189,2023-01-23,06:46:07,IRITTY,,Honda,NA,http://59.96.61.71/getFile/P01C040-2023012300962.jpg,,KANNUR_RURAL,"Keezhur To Iritty Junction Lane2",C04
KL10H1149,2023-01-23,06:46:08,VELANTHAVALAM_JN,,,Black,http://117.251.18.178/getFile/P06C132-2023012300314.jpg,,PALAKKAD,"VELANTHAVALAM TO PALAKAD",C13
KL16N2151,2023-01-23,06:46:07,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C111-2023012305270.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane1",C11
KL187856,2023-01-23,06:46:09,"VK ROAD_JN",,,Black,http://117.247.180.163/getFile/P02C062-2023012300310.jpg,,KOZHIKODE,"VK ROAD TO KKD",C06
KL78A6189,2023-01-23,06:46:07,IRITTY,,,NA,http://59.96.61.71/getFile/P01C030-2023012300714.jpg,,KANNUR_RURAL,"Keezhur To Iritty Junction Lane1",C03
KL11AY8984,2023-01-23,06:46:09,VAIDHYARANGADI_JN,,Suzuki,Black,http://117.247.180.163/getFile/P10C241-2023012302998.jpg,,KOZHIKODE,"VAIDHYARANGADI TO MALAPPURAM LANE2",C24
KL73B2932,2023-01-23,06:46:07,PADANILAM_JN,,Suzuki,Grey,http://117.247.180.163/getFile/P09C224-2023012301698.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE2",C22
KL09AU2446,2023-01-23,06:46:10,UCHARAKKADAVU_JN,,Honda,NA,http://117.221.64.243/getFile/P06C131-2023012301046.jpg,,MALAPPURAM,"UCHARAKKADAV TO PALAKKAD",C13
KL53N5061,2023-01-23,06:46:10,KARINKALATHANI_JN,,,Black,http://117.221.64.243/getFile/P02C052-2023012301472.jpg,,MALAPPURAM,"KARINKALATHANI TO PALAKKAD",C05
KL37E7089,2023-01-23,06:41:39,"35th MILE",,Suzuki,NA,http://59.94.179.116/getFile/P07C170-2023012300028.jpg,,IDUKKI,"35th Mile to Mundakayam",C17
KL57X44,2023-01-23,06:46:09,PADANILAM_JN,,Chevrolet,Black,http://117.247.180.163/getFile/P09C191-2023012300350.jpg,,KOZHIKODE,"PADANILAM TO WAYANAD LANE1",C19
KL52PS586,2023-01-23,06:46:09,NEELIYADU_JN,,,NA,http://117.221.64.243/getFile/P07C160-2023012300606.jpg,,MALAPPURAM,"NEELIYADU TO EDAPPAL",C16
KL01AW1777,2023-01-23,06:46:10,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C091-2023012304532.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane1",C09
KL53E8984,2023-01-23,06:46:11,PULAMANTHOLE_JN,,,NA,http://117.221.64.243/getFile/P04C090-2023012302026.jpg,,MALAPPURAM,"PULAMANTHOLE TO PALAKKAD",C09
KL53L1414,2023-01-23,06:46:11,THOOTHA_JN,,,Black,http://117.221.64.243/getFile/P03C081-2023012300856.jpg,,MALAPPURAM,"THOOTHA TO MALAPPURAM",C08
KL71F9571,2023-01-23,06:46:12,UCHARAKKADAVU_JN,,,NA,http://117.221.64.243/getFile/P06C141-2023012300498.jpg,,MALAPPURAM,"UCHARAKKADAV TO MELATTUR",C14
KL55AG2540,2023-01-23,06:46:11,NEELIYADU_JN,,,NA,http://117.221.64.243/getFile/P07C150-2023012300490.jpg,,MALAPPURAM,"NEELIYADU TO PATTAMBI",C15
KL01CK9160,2023-01-23,06:46:10,KADAMPATTUKONAM,,Suzuki,Black,http://117.216.46.219/getFile/P05C091-2023012304528.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane1",C09
KL11BK4952,2023-01-23,06:46:12,CHALIYAM_JN,,,White,http://117.247.180.163/getFile/P06C130-2023012300154.jpg,,KOZHIKODE,"CHALIYAM TO PARAPPANANGADI",C13
KL87N3658,2023-01-23,06:46:08,PADANILAM_JN,,,Black,http://117.247.180.163/getFile/P09C211-2023012302284.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE1",C21
KL37E2807,2023-01-23,06:46:11,"35th MILE",,Honda,NA,http://59.94.179.116/getFile/P07C170-2023012300046.jpg,,IDUKKI,"35th Mile to Mundakayam",C17
KL52E6612,2023-01-23,06:46:12,VELANTHAVALAM_JN,,,Grey,http://117.251.18.178/getFile/P06C142-2023012300426.jpg,,PALAKKAD,"VELANTHAVALAM TO COVAI",C14
KL57N3496,2023-01-23,06:46:12,VAIDHYARANGADI_JN,,Suzuki,Grey,http://117.247.180.163/getFile/P10C251-2023012304534.jpg,,KOZHIKODE,"VAIDHYARANGADI TO KKD LANE1",C25
KL56ZE6613,2023-01-23,06:46:11,PADANILAM_JN,,,Black,http://117.247.180.163/getFile/P09C211-2023012302292.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE1",C21
KL01CK9160,2023-01-23,06:46:12,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C121-2023012302112.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane2",C12
KL35G0183,2023-01-23,06:46:12,VENGALLUR,,Suzuki,Black,http://59.94.179.116/getFile/P06C160-2023012301222.jpg,,IDUKKI,"Vengallur to Muvattupuzha",C16
KL09AU2446,2023-01-23,06:46:13,UCHARAKKADAVU_JN,,Nissan,NA,http://117.221.64.243/getFile/P06C141-2023012300502.jpg,,MALAPPURAM,"UCHARAKKADAV TO MELATTUR",C14
KL57W3496,2023-01-23,06:46:12,VAIDHYARANGADI_JN,,,Black,http://117.247.180.163/getFile/P10C261-2023012300642.jpg,,KOZHIKODE,"VAIDHYARANGADI TO KKD LANE2",C26
KL56E6613,2023-01-23,06:46:11,PADANILAM_JN,,,Black,http://117.247.180.163/getFile/P09C224-2023012301700.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE2",C22
KL01AW1777,2023-01-23,06:46:12,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C121-2023012302078.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane2",C12
